order_id,product_id,quantity,unit_price
O00154,P025,2,190.72
O00475,P003,4,38.92
O00475,P023,3,160.96
O00092,P004,3,78.83
O00362,P022,4,99.4
O00362,P009,2,64.65
O00362,P023,4,147.84
O00362,P005,4,93.9
O00370,P017,3,25.35
O00451,P011,4,35.08
O00138,P005,1,96.09
O00238,P025,4,162.6
O00238,P017,3,27.11
O00339,P003,3,43.63
O00339,P002,2,92.86
O00044,P023,1,143.32
O00044,P016,4,115.13
O00044,P019,1,20.71
O00150,P022,2,96.11
O00221,P003,2,40.24
O00221,P021,1,206.53
O00418,P017,2,26.54
O00418,P010,1,24.32
O00418,P022,1,100.09
O00067,P009,1,57.7
O00067,P008,4,269.65
O00067,P013,1,19.98
O00211,P004,4,81.44
O00364,P014,4,24.12
O00364,P017,1,26.4
O00435,P017,4,27.16
O00435,P001,3,139.17
O00136,P004,4,86.57
O00136,P003,2,41.56
O00193,P020,1,33.24
O00193,P005,1,88.45
O00193,P016,1,109.18
O00193,P022,3,91.15
O00229,P021,1,200.27
O00229,P022,3,104.87
O00229,P009,4,62.62
O00229,P004,2,80.2
O00231,P019,3,19.3
O00231,P016,4,125.13
O00231,P002,2,90.61
O00231,P025,1,181.65
O00210,P010,3,23.29
O00210,P007,3,12.61
O00210,P008,3,253.78
O00210,P025,3,184.35
O00450,P007,2,12.37
O00450,P005,4,97.22
O00450,P021,4,190.53
O00450,P025,3,175.77
O00164,P018,1,208.0
O00164,P011,4,32.78
O00164,P024,4,274.55
O00288,P012,4,32.24
O00288,P017,4,27.17
O00288,P020,3,31.08
O00288,P014,3,21.2
O00453,P024,2,322.58
O00453,P008,4,237.81
O00453,P013,2,18.85
O00453,P022,2,102.71
O00182,P024,4,284.59
O00182,P013,2,20.81
O00182,P009,3,59.53
O00182,P003,1,37.71
O00308,P004,2,76.93
O00342,P020,2,33.45
O00342,P018,4,184.64
O00342,P013,3,19.26
O00342,P011,1,38.07
O00046,P009,1,61.6
O00046,P007,1,11.31
O00180,P012,1,30.08
O00180,P002,4,98.52
O00412,P006,3,49.5
O00412,P024,4,310.86
O00412,P004,1,72.03
O00412,P002,3,94.27
O00233,P007,2,12.11
O00233,P005,3,88.79
O00253,P012,2,31.65
O00253,P015,3,52.56
O00253,P024,3,284.42
O00253,P023,1,155.13
O00345,P024,1,272.68
O00345,P012,1,28.52
O00345,P019,2,20.12
O00455,P020,2,31.95
O00213,P007,4,12.56
O00213,P019,4,18.88
O00009,P001,4,123.09
O00009,P011,1,32.05
O00292,P023,1,138.88
O00323,P003,3,39.35
O00323,P006,2,42.57
O00323,P009,4,64.35
O00477,P017,3,27.03
O00477,P014,3,25.29
O00477,P020,4,30.46
O00149,P021,3,207.82
O00149,P008,2,244.53
O00149,P018,2,196.45
O00149,P023,1,154.02
O00309,P017,1,23.37
O00309,P002,1,107.4
O00309,P011,4,36.78
O00309,P003,3,41.58
O00198,P018,1,217.24
O00198,P022,2,89.72
O00198,P016,3,124.86
O00223,P016,2,122.59
O00223,P008,4,251.49
O00223,P011,4,36.92
O00168,P004,4,74.66
O00168,P003,4,36.86
O00168,P011,3,32.11
O00174,P025,3,165.8
O00174,P001,3,118.58
O00025,P006,4,42.95
O00025,P024,4,271.85
O00025,P021,3,193.51
O00070,P002,4,104.91
O00070,P024,3,291.12
O00401,P010,2,25.93
O00244,P010,1,27.28
O00244,P016,4,114.04
O00011,P009,3,56.38
O00011,P002,4,105.9
O00011,P020,2,31.24
O00407,P013,2,21.04
O00407,P003,2,43.2
O00407,P023,3,147.14
O00407,P010,4,23.63
O00392,P009,1,61.63
O00392,P015,4,52.95
O00392,P024,1,308.42
O00051,P002,1,101.58
O00330,P023,3,138.24
O00330,P018,1,197.44
O00330,P003,3,40.82
O00359,P013,4,19.22
O00359,P001,1,120.42
O00359,P010,1,24.54
O00381,P023,3,137.99
O00381,P017,3,27.24
O00232,P012,2,32.14
O00232,P008,3,270.83
O00448,P002,3,108.43
O00448,P015,3,48.19
O00065,P022,4,94.5
O00065,P017,2,26.22
O00148,P023,4,137.88
O00151,P019,2,17.37
O00151,P025,1,185.28
O00032,P018,2,187.7
O00260,P025,4,161.73
O00260,P021,1,211.99
O00260,P010,2,25.6
O00260,P012,3,30.12
O00293,P011,1,37.25
O00293,P016,4,124.86
O00293,P025,4,175.68
O00293,P006,1,47.03
O00076,P006,2,40.98
O00076,P012,1,27.66
O00197,P019,3,18.52
O00197,P005,4,95.39
O00341,P003,1,39.13
O00439,P022,3,103.44
O00439,P016,1,119.12
O00028,P012,4,29.19
O00028,P019,4,20.06
O00028,P007,3,11.57
O00028,P017,1,27.09
O00324,P012,2,27.78
O00324,P002,3,95.14
O00324,P019,1,18.55
O00324,P006,4,43.36
O00410,P014,4,24.46
O00410,P001,1,118.69
O00410,P016,3,122.43
O00235,P014,4,24.76
O00235,P003,2,38.15
O00403,P009,3,64.95
O00403,P011,2,36.96
O00403,P008,2,240.26
O00097,P016,1,125.96
O00097,P011,1,38.12
O00097,P004,1,73.89
O00097,P012,4,31.37
O00332,P004,3,76.08
O00332,P013,2,21.41
O00332,P015,1,50.36
O00384,P008,2,238.21
O00384,P022,3,103.16
O00088,P008,2,228.02
O00088,P007,3,11.54
O00088,P002,4,90.72
O00088,P005,4,94.25
O00139,P019,4,17.18
O00299,P021,4,208.24
